Region,year,inflow (kt),outflow (kt),all sand supply (kt),recycled sand supply (kt),sand stock (kt),sand substitution,all gravel supply (kt),recycled gravel supply (kt),gravel stock (kt),gravel substitution
Canada,2034,89547.97520284941,48458.00882887136,33417.71433895291,9352.395703972172,0.0,0.2798634164237462,41287.14007624248,29753.217420927016,0.0,0.7206412787609783
Canada,2035,90249.57632560632,49285.46757256322,33679.53942039186,9512.095241504701,0.0,0.2824294929563508,41610.62147006848,30261.277089553816,0.0,0.7272488614793096
Canada,2036,89821.74706055831,50113.4371941198,33519.88113517847,9671.893378465122,0.0,0.2885419951061418,41413.36578947113,30769.650437189553,0.0,0.7429884012231719
Canada,2037,90337.1908032462,50940.92888380731,33712.23558777134,9831.599274574812,0.0,0.29163296658205284,41651.01714850599,31277.73033465769,0.0,0.7509475752569853
Canada,2038,90989.81341351819,51767.64660430082,33955.7827580095,9991.155794630058,0.0,0.29424018482605413,41951.91642697863,31785.335015040702,0.0,0.7576610968503943
Canada,2039,91717.44550220671,52593.52535248661,34227.32213373036,10150.550393029916,0.0,0.29656279721125905,42287.3997017439,32292.42456642678,0.0,0.763641765494866
Canada,2040,92512.86501920264,53418.46001740328,34524.15857406734,10309.762783358834,0.0,0.29862459243548267,42654.13716223026,32798.934450685614,0.0,0.7689508364906906
Canada,2041,91947.09573642675,54242.355588164784,34313.02352348992,10468.774628515803,0.0,0.30509624490972403,42393.28262502951,33304.80633113318,0.0,0.7856151793130928
Canada,2042,93069.20222546584,55063.55450158983,34731.77374116542,10627.266018806838,0.0,0.30598109091707565,42910.64293036831,33809.02246397616,0.0,0.7878936355914901
Canada,2043,94142.49156065384,55882.11448898744,35132.30626381722,10785.248096374577,0.0,0.3069894704715787,43405.49551663689,34311.61829623829,0.0,0.7904901876557772
Canada,2044,95006.35844118046,56698.517367150715,35454.68604487789,10942.813851860088,0.0,0.30864224373638155,43803.79143368844,34812.889663430535,0.0,0.7947460373637151
Canada,2045,95709.76975152254,57512.952854570736,35717.18665618208,11099.999900932153,0.0,0.31077475411997263,44128.10743564739,35312.953052706434,0.0,0.8002371981214872
Canada,2046,94526.14701880694,58325.454566227236,35275.479668644046,11256.812731281856,0.0,0.31911154255084173,43582.38434752223,35811.82910366352,0.0,0.8217042192575569
Canada,2047,95165.1787084624,59133.93979795459,35513.954948627426,11412.850381005237,0.0,0.32136241647866176,43877.01737327403,36308.23903594412,0.0,0.8275001631733488
Canada,2048,95801.61268444147,59938.36915952402,35751.460807991585,11568.105247788137,0.0,0.32357014192836275,44170.45269278857,36802.15866394775,0.0,0.8331850008400797
Canada,2049,96426.14043355985,60739.13491085779,35984.523474897345,11722.653037795555,0.0,0.3257693004041926,44458.39850731917,37293.828835266686,0.0,0.8388477787639385
Canada,2050,96993.77776032049,61536.32535534189,36196.35564632103,11876.510793580985,0.0,0.32811344074601895,44720.11432802178,37783.30376817992,0.0,0.8448838813568231
Central America,1970,27442.564718372458,6175.046931280208,10241.07788489245,1191.78405773708,0.0,0.11637291222003006,12652.715050364877,3791.478815806048,0.0,0.2996573305186945
Central America,1971,29000.407657771175,6396.044681551242,10822.437208940288,1234.4366235393898,0.0,0.11406271985756002,13370.976736461533,3927.171434472463,0.0,0.29370864312129086
